match_id,inning,overs,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,non_boundary,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team
419157,2,16,4,V Kohli,R Vinay Kumar,CRD Fernando,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,16,5,V Kohli,R Vinay Kumar,CRD Fernando,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,16,6,R Vinay Kumar,V Kohli,CRD Fernando,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,17,1,R Vinay Kumar,V Kohli,R McLaren,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,17,2,V Kohli,R Vinay Kumar,R McLaren,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,17,3,R Vinay Kumar,V Kohli,R McLaren,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,17,4,R Vinay Kumar,V Kohli,R McLaren,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,17,5,R Vinay Kumar,V Kohli,R McLaren,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,17,6,V Kohli,R Vinay Kumar,R McLaren,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,18,1,V Kohli,R Vinay Kumar,KA Pollard,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,18,2,V Kohli,R Vinay Kumar,KA Pollard,0,0,0,0,1,caught,V Kohli,AP Tare,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,18,3,R Vinay Kumar,Pankaj Singh,KA Pollard,0,1,1,0,0,NA,NA,NA,wides,Royal Challengers Bangalore,Mumbai Indians
419157,2,18,4,R Vinay Kumar,Pankaj Singh,KA Pollard,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,18,5,Pankaj Singh,R Vinay Kumar,KA Pollard,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,18,6,R Vinay Kumar,Pankaj Singh,KA Pollard,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,18,7,Pankaj Singh,R Vinay Kumar,KA Pollard,0,0,0,0,1,caught,Pankaj Singh,Z Khan,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,19,1,A Kumble,R Vinay Kumar,R McLaren,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,1,0,1,R McLaren,SR Tendulkar,DW Steyn,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Royal Challengers Bangalore
419157,1,0,2,SR Tendulkar,R McLaren,DW Steyn,0,0,0,0,0,NA,NA,NA,NA,Mumbai Indians,Royal Challengers Bangalore
419157,1,0,3,SR Tendulkar,R McLaren,DW Steyn,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Royal Challengers Bangalore
419157,1,0,4,R McLaren,SR Tendulkar,DW Steyn,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Royal Challengers Bangalore
419157,1,0,5,SR Tendulkar,R McLaren,DW Steyn,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Royal Challengers Bangalore
419157,2,0,1,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,0,2,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,0,3,MK Pandey,JH Kallis,Z Khan,2,0,2,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,0,4,MK Pandey,JH Kallis,Z Khan,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,0,5,MK Pandey,JH Kallis,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,0,6,JH Kallis,MK Pandey,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,1,1,JH Kallis,MK Pandey,CRD Fernando,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,1,2,JH Kallis,MK Pandey,CRD Fernando,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,1,3,JH Kallis,MK Pandey,CRD Fernando,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,1,4,MK Pandey,JH Kallis,CRD Fernando,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,1,5,MK Pandey,JH Kallis,CRD Fernando,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,1,6,MK Pandey,JH Kallis,CRD Fernando,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,2,1,JH Kallis,MK Pandey,R McLaren,2,0,2,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,2,2,JH Kallis,MK Pandey,R McLaren,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,2,3,MK Pandey,JH Kallis,R McLaren,2,0,2,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,2,4,MK Pandey,JH Kallis,R McLaren,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,2,5,MK Pandey,JH Kallis,R McLaren,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,2,6,JH Kallis,MK Pandey,R McLaren,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,3,1,JH Kallis,MK Pandey,Z Khan,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,3,2,JH Kallis,MK Pandey,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,3,3,MK Pandey,JH Kallis,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,3,4,JH Kallis,MK Pandey,Z Khan,6,0,6,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,3,5,JH Kallis,MK Pandey,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,3,6,MK Pandey,JH Kallis,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,4,1,MK Pandey,JH Kallis,CRD Fernando,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,4,2,MK Pandey,JH Kallis,CRD Fernando,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,4,3,MK Pandey,JH Kallis,CRD Fernando,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,4,4,MK Pandey,JH Kallis,CRD Fernando,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,4,5,MK Pandey,JH Kallis,CRD Fernando,0,0,0,0,1,caught,MK Pandey,Z Khan,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,4,6,JH Kallis,KP Pietersen,CRD Fernando,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,5,1,KP Pietersen,JH Kallis,R McLaren,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,5,2,JH Kallis,KP Pietersen,R McLaren,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,5,3,JH Kallis,KP Pietersen,R McLaren,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,5,4,JH Kallis,KP Pietersen,R McLaren,0,0,0,0,1,bowled,JH Kallis,NA,NA,Royal Challengers Bangalore,Mumbai Indians
419157,2,5,5,R Dravid,KP Pietersen,R McLaren,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
336007,1,9,2,MS Dhoni,SK Raina,SB Bangar,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Deccan Chargers
419157,2,5,6,KP Pietersen,R Dravid,R McLaren,2,0,2,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
336007,1,9,3,MS Dhoni,SK Raina,SB Bangar,2,0,2,0,0,NA,NA,NA,NA,Chennai Super Kings,Deccan Chargers
419157,2,6,1,R Dravid,KP Pietersen,Harbhajan Singh,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
336007,1,9,4,MS Dhoni,SK Raina,SB Bangar,2,0,2,0,0,NA,NA,NA,NA,Chennai Super Kings,Deccan Chargers
419157,2,6,2,KP Pietersen,R Dravid,Harbhajan Singh,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
336007,1,9,5,MS Dhoni,SK Raina,SB Bangar,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Deccan Chargers
419157,2,6,3,KP Pietersen,R Dravid,Harbhajan Singh,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
336007,1,9,6,MS Dhoni,SK Raina,SB Bangar,2,0,2,0,0,NA,NA,NA,NA,Chennai Super Kings,Deccan Chargers
419157,2,6,4,KP Pietersen,R Dravid,Harbhajan Singh,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
1216504,1,19,6,EJG Morgan,KL Nagarkoti,TK Curran,0,1,1,0,0,NA,NA,NA,wides,Kolkata Knight Riders,Rajasthan Royals
1216505,1,6,6,V Kohli,D Padikkal,R Ashwin,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,7,1,D Padikkal,V Kohli,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,6,5,D Padikkal,V Kohli,R Ashwin,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,7,4,V Kohli,D Padikkal,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,7,5,D Padikkal,V Kohli,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,7,2,V Kohli,D Padikkal,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,7,3,D Padikkal,V Kohli,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,8,6,D Padikkal,V Kohli,R Ashwin,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,9,1,D Padikkal,V Kohli,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,9,2,V Kohli,D Padikkal,AR Patel,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,9,3,V Kohli,D Padikkal,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,9,4,D Padikkal,V Kohli,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,9,5,V Kohli,D Padikkal,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,9,6,D Padikkal,V Kohli,AR Patel,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,7,6,V Kohli,D Padikkal,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,8,1,V Kohli,D Padikkal,R Ashwin,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,8,2,D Padikkal,V Kohli,R Ashwin,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,8,3,D Padikkal,V Kohli,R Ashwin,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,8,4,V Kohli,D Padikkal,R Ashwin,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,8,5,V Kohli,D Padikkal,R Ashwin,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,11,1,D Padikkal,V Kohli,AR Patel,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,11,2,D Padikkal,V Kohli,AR Patel,3,0,3,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,11,3,V Kohli,D Padikkal,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,11,4,D Padikkal,V Kohli,AR Patel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,11,5,V Kohli,D Padikkal,AR Patel,6,0,6,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,11,6,V Kohli,D Padikkal,AR Patel,2,0,2,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,12,1,D Padikkal,V Kohli,R Ashwin,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,10,1,V Kohli,D Padikkal,K Rabada,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,10,2,V Kohli,D Padikkal,K Rabada,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,10,3,V Kohli,D Padikkal,K Rabada,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,10,4,D Padikkal,V Kohli,K Rabada,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,10,5,V Kohli,D Padikkal,K Rabada,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,10,6,D Padikkal,V Kohli,K Rabada,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,6,4,D Padikkal,V Kohli,R Ashwin,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,0,1,JR Philippe,D Padikkal,DR Sams,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,0,2,JR Philippe,D Padikkal,DR Sams,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,0,3,D Padikkal,JR Philippe,DR Sams,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,0,4,JR Philippe,D Padikkal,DR Sams,2,0,2,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,0,5,JR Philippe,D Padikkal,DR Sams,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,0,6,JR Philippe,D Padikkal,DR Sams,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,1,1,D Padikkal,JR Philippe,R Ashwin,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,1,2,JR Philippe,D Padikkal,R Ashwin,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,1,3,JR Philippe,D Padikkal,R Ashwin,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,1,4,D Padikkal,JR Philippe,R Ashwin,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,1,5,JR Philippe,D Padikkal,R Ashwin,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,1,6,D Padikkal,JR Philippe,R Ashwin,2,0,2,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,2,1,JR Philippe,D Padikkal,DR Sams,0,1,1,0,0,NA,NA,NA,wides,Royal Challengers Bangalore,Delhi Capitals
1216505,1,2,2,JR Philippe,D Padikkal,DR Sams,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,2,3,JR Philippe,D Padikkal,DR Sams,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,2,4,JR Philippe,D Padikkal,DR Sams,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,2,5,JR Philippe,D Padikkal,DR Sams,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,2,6,JR Philippe,D Padikkal,DR Sams,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,2,7,D Padikkal,JR Philippe,DR Sams,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,3,1,JR Philippe,D Padikkal,A Nortje,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,3,2,D Padikkal,JR Philippe,A Nortje,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,3,3,D Padikkal,JR Philippe,A Nortje,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,3,4,D Padikkal,JR Philippe,A Nortje,3,0,3,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
1216505,1,3,5,JR Philippe,D Padikkal,A Nortje,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
419157,2,6,5,R Dravid,KP Pietersen,Harbhajan Singh,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
1216505,1,3,6,JR Philippe,D Padikkal,A Nortje,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
419157,2,6,6,KP Pietersen,R Dravid,Harbhajan Singh,0,1,1,0,0,NA,NA,NA,byes,Royal Challengers Bangalore,Mumbai Indians
1216505,1,4,1,JR Philippe,D Padikkal,K Rabada,0,0,0,0,1,caught,JR Philippe,PP Shaw,NA,Royal Challengers Bangalore,Delhi Capitals
419157,2,7,1,KP Pietersen,R Dravid,KA Pollard,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
1216505,1,4,2,D Padikkal,V Kohli,K Rabada,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
419157,2,7,2,R Dravid,KP Pietersen,KA Pollard,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
1216505,1,4,3,D Padikkal,V Kohli,K Rabada,4,0,4,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Delhi Capitals
419157,2,7,3,R Dravid,KP Pietersen,KA Pollard,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Mumbai Indians
1082635,1,1,2,PA Patel,LMP Simmons,K Rabada,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,1,3,LMP Simmons,PA Patel,K Rabada,0,1,1,0,0,NA,NA,NA,legbyes,Mumbai Indians,Delhi Daredevils
1082635,1,1,4,PA Patel,LMP Simmons,K Rabada,0,1,1,0,0,NA,NA,NA,wides,Mumbai Indians,Delhi Daredevils
1082635,1,1,5,PA Patel,LMP Simmons,K Rabada,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,1,6,LMP Simmons,PA Patel,K Rabada,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,1,7,PA Patel,LMP Simmons,K Rabada,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,2,1,PA Patel,LMP Simmons,Z Khan,0,1,1,0,0,NA,NA,NA,legbyes,Mumbai Indians,Delhi Daredevils
1082635,1,2,2,LMP Simmons,PA Patel,Z Khan,0,0,0,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,2,3,LMP Simmons,PA Patel,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,2,4,PA Patel,LMP Simmons,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,2,5,LMP Simmons,PA Patel,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,2,6,PA Patel,LMP Simmons,Z Khan,4,0,4,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,3,1,LMP Simmons,PA Patel,K Rabada,0,0,0,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,3,2,LMP Simmons,PA Patel,K Rabada,6,0,6,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,3,3,LMP Simmons,PA Patel,K Rabada,2,0,2,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,3,4,LMP Simmons,PA Patel,K Rabada,4,0,4,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,3,5,LMP Simmons,PA Patel,K Rabada,0,0,0,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,3,6,LMP Simmons,PA Patel,K Rabada,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,4,1,LMP Simmons,PA Patel,Z Khan,6,0,6,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,4,2,LMP Simmons,PA Patel,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,4,3,PA Patel,LMP Simmons,Z Khan,0,0,0,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,4,4,PA Patel,LMP Simmons,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,4,5,LMP Simmons,PA Patel,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,4,6,PA Patel,LMP Simmons,Z Khan,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,5,1,PA Patel,LMP Simmons,PJ Cummins,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,5,2,LMP Simmons,PA Patel,PJ Cummins,0,1,1,0,0,NA,NA,NA,wides,Mumbai Indians,Delhi Daredevils
1082635,1,5,3,LMP Simmons,PA Patel,PJ Cummins,4,0,4,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,5,4,LMP Simmons,PA Patel,PJ Cummins,0,1,1,0,0,NA,NA,NA,legbyes,Mumbai Indians,Delhi Daredevils
1082635,1,5,5,PA Patel,LMP Simmons,PJ Cummins,4,0,4,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,5,6,PA Patel,LMP Simmons,PJ Cummins,4,0,4,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,5,7,PA Patel,LMP Simmons,PJ Cummins,0,4,4,0,0,NA,NA,NA,legbyes,Mumbai Indians,Delhi Daredevils
1082635,1,6,1,LMP Simmons,PA Patel,A Mishra,0,1,1,0,0,NA,NA,NA,legbyes,Mumbai Indians,Delhi Daredevils
1082635,1,6,2,PA Patel,LMP Simmons,A Mishra,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,6,3,LMP Simmons,PA Patel,A Mishra,0,0,0,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,6,4,LMP Simmons,PA Patel,A Mishra,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,6,5,PA Patel,LMP Simmons,A Mishra,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
1082635,1,6,6,LMP Simmons,PA Patel,A Mishra,1,0,1,0,0,NA,NA,NA,NA,Mumbai Indians,Delhi Daredevils
829727,1,2,1,S Dhawan,DA Warner,DJ Hooda,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,1,4,DA Warner,S Dhawan,CH Morris,4,0,4,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,2,3,S Dhawan,DA Warner,DJ Hooda,4,0,4,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,2,4,S Dhawan,DA Warner,DJ Hooda,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,2,5,S Dhawan,DA Warner,DJ Hooda,0,1,1,0,0,NA,NA,NA,wides,Sunrisers Hyderabad,Rajasthan Royals
829727,1,2,6,S Dhawan,DA Warner,DJ Hooda,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,2,7,DA Warner,S Dhawan,DJ Hooda,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,3,1,S Dhawan,DA Warner,DS Kulkarni,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,3,2,DA Warner,S Dhawan,DS Kulkarni,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,3,3,DA Warner,S Dhawan,DS Kulkarni,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,3,4,DA Warner,S Dhawan,DS Kulkarni,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,3,5,S Dhawan,DA Warner,DS Kulkarni,4,0,4,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,3,6,S Dhawan,DA Warner,DS Kulkarni,0,0,0,0,1,caught,S Dhawan,SV Samson,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,4,1,DA Warner,KL Rahul,TG Southee,6,0,6,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
829727,1,2,2,S Dhawan,DA Warner,DJ Hooda,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Rajasthan Royals
